id,count
2141,131.0
2142,423.0
2143,418.0
2144,375.0
2145,375.0
2146,385.0
2147,382.0
2148,392.0
2149,401.0
2150,435.0
2151,400.0
2152,397.0
2153,421.0
2154,392.0
2155,390.0
2156,141.0
2157,145.0
2158,158.0
2159,140.0
2160,140.0
2161,134.0
2162,131.0
2163,146.0
2164,146.0
2165,152.0
2166,141.0
2167,132.0
2168,148.0
2169,109.0
2170,141.0
2171,145.0
2172,158.0
2173,140.0
2174,140.0
2175,134.0
2176,131.0
2177,146.0
2178,146.0
2179,152.0
2180,141.0
2181,132.0
2182,148.0
2183,109.0
2184,47.0
2185,31.0
2186,29.0
2187,30.0
2188,17.0
2189,31.0
2190,21.0
2191,30.0
2192,30.0
2193,33.0
2194,26.0
2195,27.0
2196,32.0
2197,21.0
2198,39.0
2199,40.0
2200,57.0
2201,44.0
2202,53.0
2203,30.0
2204,13.0
2205,28.0
2206,36.0
2207,49.0
2208,21.0
2209,52.0
2210,21.0
2211,24.0
2212,19.0
2213,21.0
2214,18.0
2215,23.0
2216,24.0
2217,18.0
2218,21.0
2219,12.0
2220,7.0
2221,10.0
2222,17.0
2223,11.0
2224,17.0
2225,26.0
2226,51.0
2227,34.0
2228,55.0
2229,27.0
2230,35.0
2231,31.0
2232,34.0
2233,29.0
2234,39.0
2235,27.0
2236,26.0
2237,35.0
2238,32.0
2239,37.0
2240,19.0
2241,37.0
2242,16.0
2243,22.0
2244,23.0
2245,14.0
2246,17.0
2247,21.0
2248,16.0
2249,17.0
2250,28.0
2251,25.0
2252,24.0
2253,18.0
2254,46.0
2255,48.0
2256,21.0
2257,42.0
2258,49.0
2259,19.0
2260,47.0
2261,34.0
2262,35.0
2263,25.0
2264,48.0
2265,55.0
2266,38.0
2267,31.0
2268,33.0
2269,34.0
2270,38.0
2271,46.0
2272,48.0
2273,46.0
2274,54.0
2275,44.0
2276,46.0
2277,42.0
2278,55.0
2279,57.0
2280,38.0
2281,38.0
2282,30.0
2283,18.0
2284,33.0
2285,25.0
2286,22.0
2287,33.0
2288,34.0
2289,38.0
2290,46.0
2291,48.0
2292,46.0
2293,54.0
2294,44.0
2295,46.0
2296,23.0
2297,22.0
2298,33.0
2299,33.0
2300,20.0
2301,32.0
2302,24.0
2303,27.0
2304,23.0
2305,31.0
2306,31.0
2307,25.0
2308,21.0
2309,31.0
2310,44.0
2311,36.0
2312,39.0
2313,36.0
2314,33.0
2315,28.0
2316,38.0
2317,27.0
2318,47.0
2319,31.0
2320,32.0
2321,28.0
2322,22.0
2323,36.0
2324,44.0
2325,36.0
2326,39.0
2327,36.0
2328,33.0
2329,28.0
2330,38.0
2331,27.0
2332,47.0
2333,31.0
2334,32.0
2335,28.0
2336,22.0
2337,36.0
2338,44.0
2339,36.0
2340,39.0
2341,36.0
2342,33.0
2343,28.0
2344,38.0
2345,27.0
2346,47.0
2347,31.0
2348,32.0
2349,28.0
2350,22.0
2351,36.0
2352,78.0
2353,71.0
2354,90.0
2355,89.0
2356,65.0
2357,57.0
2358,67.0
2359,67.0
2360,67.0
2361,80.0
2362,77.0
2363,91.0
2364,73.0
2365,57.0
2366,88.0
2367,70.0
2368,75.0
2369,109.0
2370,73.0
2371,96.0
2372,99.0
2373,92.0
2374,56.0
2375,73.0
2376,95.0
2377,88.0
2378,65.0
2379,87.0
2380,85.0
2381,93.0
2382,81.0
2383,79.0
2384,83.0
2385,63.0
2386,75.0
2387,69.0
2388,71.0
2389,74.0
2390,48.0
2391,74.0
2392,72.0
2393,48.0
2394,56.0
2395,73.0
2396,95.0
2397,88.0
2398,65.0
2399,87.0
2400,87.0
2401,53.0
2402,66.0
2403,71.0
2404,85.0
2405,76.0
2406,78.0
2407,64.0
2408,70.0
2409,63.0
2410,60.0
2411,82.0
2412,69.0
2413,52.0
2414,65.0
2415,74.0
2416,63.0
2417,49.0
2418,78.0
2419,60.0
2420,61.0
2421,72.0
2422,82.0
2423,75.0
2424,82.0
2425,93.0
2426,54.0
2427,83.0
2428,104.0
2429,81.0
2430,75.0
2431,90.0
2432,72.0
2433,75.0
2434,85.0
2435,96.0
2436,13.0
2437,12.0
2438,16.0
2439,20.0
2440,19.0
2441,6.0
2442,12.0
2443,9.0
2444,12.0
2445,7.0
2446,18.0
2447,16.0
2448,12.0
2449,9.0
2450,15.0
2451,13.0
2452,18.0
2453,11.0
2454,14.0
2455,25.0
2456,22.0
2457,17.0
2458,17.0
2459,16.0
2460,9.0
2461,15.0
2462,9.0
2463,15.0
2464,23.0
2465,30.0
2466,23.0
2467,20.0
2468,28.0
2469,28.0
2470,24.0
2471,25.0
2472,29.0
2473,31.0
2474,43.0
2475,21.0
2476,21.0
2477,21.0
2478,13.0
2479,9.0
2480,15.0
2481,15.0
2482,9.0
2483,17.0
2484,8.0
2485,13.0
2486,10.0
2487,18.0
2488,15.0
2489,14.0
2490,16.0
2491,11.0
2492,9.0
2493,9.0
2494,10.0
2495,13.0
2496,16.0
2497,20.0
2498,23.0
2499,8.0
2500,21.0
2501,17.0
2502,20.0
2503,13.0
2504,14.0
2505,16.0
2506,26.0
2507,27.0
2508,19.0
2509,16.0
2510,19.0
2511,24.0
2512,14.0
2513,16.0
2514,20.0
2515,13.0
2516,19.0
2517,26.0
2518,26.0
2519,19.0
